text,edge,slot,intent
i would like to fly on american airlines from baltimore to san francisco,i would like to fly on american airlines from baltimore to san francisco,O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
please show me airlines with flights from denver to boston with a stopover in philadelphia,please show me airlines with flights from denver to boston with a stopover in philadelphia,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name,atis_airline
what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars,what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-fare_amount I-fare_amount,atis_restriction
what ground transport is available in minneapolis,what ground transport is available in minneapolis,O O O O O O B-city_name,atis_ground_service
i'd like a ticket on a plane from denver to atlanta i would like a coach class or lowest fare ticket,i'd like a ticket on a plane from denver to atlanta i would like a coach class or lowest fare ticket,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-class_type I-class_type O B-cost_relative O O,atis_airfare
what are your flights from pittsburgh to baltimore,what are your flights from pittsburgh to baltimore,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
what flights go from philadelphia to dallas with a stopover in atlanta,what flights go from philadelphia to dallas with a stopover in atlanta,O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name,atis_flight
show me the flights from boston to oakland,show me the flights from boston to oakland,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
delta flights to san francisco please,delta flights to san francisco please,B-airline_name O O B-toloc.city_name I-toloc.city_name O,atis_flight
please give me the flight times i would like to fly from boston to baltimore in the morning before 8,please give me the flight times i would like to fly from boston to baltimore in the morning before 8,O O O O B-flight_time I-flight_time O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day B-depart_time.time_relative B-depart_time.time,atis_flight_time
what is the earliest flight that goes from atlanta to washington on thursday,what is the earliest flight that goes from atlanta to washington on thursday,O O O B-flight_mod O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
what are the lowest one way fares from atlanta to denver,what are the lowest one way fares from atlanta to denver,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
what kind of aircraft do you have flying from boston to san francisco on august twenty seventh,what kind of aircraft do you have flying from boston to san francisco on august twenty seventh,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_aircraft
what flights are there from nashville to houston tomorrow evening that serve dinner,what flights are there from nashville to houston tomorrow evening that serve dinner,O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative B-depart_time.period_of_day O O B-meal_description,atis_flight
on may four atlanta to denver delta flight 257,on may four atlanta to denver delta flight 257,O B-depart_date.month_name B-depart_date.day_number B-fromloc.city_name O B-toloc.city_name B-airline_name O B-flight_number,atis_flight
list all flights going from boston to atlanta before 5 o'clock am on thursday,list all flights going from boston to atlanta before 5 o'clock am on thursday,O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O B-depart_date.day_name,atis_flight
what is the cheapest fare that i can get between philadelphia and san francisco,what is the cheapest fare that i can get between philadelphia and san francisco,O O O B-cost_relative O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_airfare
what is the schedule of ground transportation from the airport in philadelphia into downtown,what is the schedule of ground transportation from the airport in philadelphia into downtown,O O O B-flight_time O O O O O O O B-fromloc.city_name O O,atis_ground_service
what afternoon flights are available from atlanta to san francisco,what afternoon flights are available from atlanta to san francisco,O B-depart_time.period_of_day O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
what is the minimum connection time for houston intercontinental,what is the minimum connection time for houston intercontinental,O O O O O O O B-airport_name I-airport_name,atis_flight_time
show me flights to san francisco from philadelphia stopping in dallas,show me flights to san francisco from philadelphia stopping in dallas,O O O O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name O O B-stoploc.city_name,atis_flight
i would like to book a flight on us air first class from cleveland to miami on february twenty fourth,i would like to book a flight on us air first class from cleveland to miami on february twenty fourth,O O O O O O O O B-airline_name I-airline_name B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
i need to spend much of a day on the ground in atlanta find me an early flight from boston and the lastest possible flight back from atlanta,i need to spend much of a day on the ground in atlanta find me an early flight from boston and the lastest possible flight back from atlanta,O O O O O O O O O O O O B-toloc.city_name O O O B-flight_mod O O B-fromloc.city_name O O B-flight_mod O O O O B-fromloc.city_name,atis_flight
show me the cheapest one way flights from pittsburgh to dallas leaving pittsburgh between noon and 2 pm,show me the cheapest one way flights from pittsburgh to dallas leaving pittsburgh between noon and 2 pm,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-fromloc.city_name O B-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time,atis_flight
from phoenix to las vegas on saturday,from phoenix to las vegas on saturday,O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name,atis_flight
i need to take ten people from denver to phoenix please give me the flights during the week,i need to take ten people from denver to phoenix please give me the flights during the week,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-flight_mod I-flight_mod I-flight_mod,atis_flight
could i have the flights from newark to orlando please,could i have the flights from newark to orlando please,O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
i need a flight from long beach to st. louis stopping in dallas the flight should also serve lunch,i need a flight from long beach to st. louis stopping in dallas the flight should also serve lunch,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-stoploc.city_name O O O O O B-meal_description,atis_flight
how much does it cost to fly on american from dallas to baltimore,how much does it cost to fly on american from dallas to baltimore,O O O O O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name,atis_airfare
what are the morning flights from philadelphia to dallas going on american airlines,what are the morning flights from philadelphia to dallas going on american airlines,O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O O B-airline_name I-airline_name,atis_flight
i need fare information from denver to pittsburgh,i need fare information from denver to pittsburgh,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
show me all flights between san francisco and philadelphia for september fifteenth,show me all flights between san francisco and philadelphia for september fifteenth,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number,atis_flight
what is the ground transportation available in fort worth texas,what is the ground transportation available in fort worth texas,O O O O O O O B-city_name I-city_name B-state_name,atis_ground_service
what flights are there between washington dc and san francisco after 6 pm on wednesday,what flights are there between washington dc and san francisco after 6 pm on wednesday,O O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name,atis_flight
are there any flights from boston to san francisco with a stopover in dallas,are there any flights from boston to san francisco with a stopover in dallas,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name,atis_flight
what is the distance from toronto international airport to toronto,what is the distance from toronto international airport to toronto,O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name,atis_distance
yes i would like to find what flights are available from atlanta to boston on the morning of july seventh,yes i would like to find what flights are available from atlanta to boston on the morning of july seventh,O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number,atis_flight
i would like an american flight from toronto to san diego with a stopover in denver please,i would like an american flight from toronto to san diego with a stopover in denver please,O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name O,atis_flight
list all the flights that arrive at general mitchell international from various cities,list all the flights that arrive at general mitchell international from various cities,O O O O O O O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name O O O,atis_flight
list all the takeoffs and landings at general mitchell international,list all the takeoffs and landings at general mitchell international,O O O O O O O B-airport_name I-airport_name I-airport_name,atis_flight
how many first class flights does delta have today,how many first class flights does delta have today,O O B-class_type I-class_type O O B-airline_name O B-depart_date.today_relative,atis_quantity
show me all the flights from denver and all the flights from miami that arrive at baltimore around noon,show me all the flights from denver and all the flights from miami that arrive at baltimore around noon,O O O O O O B-fromloc.city_name O O O O O B-fromloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time,atis_flight
does united airlines provide any first class flights from denver to baltimore,does united airlines provide any first class flights from denver to baltimore,O B-airline_name I-airline_name O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name,atis_flight
i would like to find a flight that goes from boston to orlando i would like it to have a stop in new york and i would like a flight that serves breakfast,i would like to find a flight that goes from boston to orlando i would like it to have a stop in new york and i would like a flight that serves breakfast,O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O O O O B-stoploc.city_name I-stoploc.city_name O O O O O O O O B-meal_description,atis_flight
is there a flight on eastern airlines from boston to denver,is there a flight on eastern airlines from boston to denver,O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name,atis_flight
i need to fly from nashville to tacoma first thing in the morning what is there,i need to fly from nashville to tacoma first thing in the morning what is there,O O O O O B-fromloc.city_name O B-toloc.city_name B-flight_mod O O O B-depart_time.period_of_day O O O,atis_flight
the flight will originate from boston,the flight will originate from boston,O O O O O B-fromloc.city_name,atis_flight
describe fare code qx,describe fare code qx,O O O B-fare_basis_code,atis_abbreviation
what flights go from seattle to boston via minneapolis,what flights go from seattle to boston via minneapolis,O O O O B-fromloc.city_name O B-toloc.city_name O B-stoploc.city_name,atis_flight
what's the ground transportation like at pittsburgh,what's the ground transportation like at pittsburgh,O O O O O O B-city_name,atis_ground_service
could you please give me information concerning american airlines a flight from washington dc to philadelphia the earliest one in the morning as possible,could you please give me information concerning american airlines a flight from washington dc to philadelphia the earliest one in the morning as possible,O O O O O O O B-airline_name I-airline_name O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name O B-flight_mod O O O B-depart_time.period_of_day O O,atis_flight
i want to fly from philadelphia to dallas and make a stopover in atlanta,i want to fly from philadelphia to dallas and make a stopover in atlanta,O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name,atis_flight
please show me round trip tickets from denver to oakland,please show me round trip tickets from denver to oakland,O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
what are the afternoon flights from atlanta to baltimore,what are the afternoon flights from atlanta to baltimore,O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name,atis_flight
i'd like information on the least expensive airfare round trip from pittsburgh to boston,i'd like information on the least expensive airfare round trip from pittsburgh to boston,O O O O O B-cost_relative I-cost_relative O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name,atis_airfare
what is the least expensive way to fly from philadelphia to san francisco,what is the least expensive way to fly from philadelphia to san francisco,O O O B-cost_relative I-cost_relative O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
what is ewr,what is ewr,O O B-airport_code,atis_abbreviation
show me ground transportation in washington dc,show me ground transportation in washington dc,O O O O O B-city_name B-state_code,atis_ground_service
show me airline abbreviations,show me airline abbreviations,O O O O,atis_airline
all the flights from baltimore to san francisco,all the flights from baltimore to san francisco,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
what flights arrive in seattle from on continental,what flights arrive in seattle from on continental,O O O O B-toloc.city_name O O B-airline_name,atis_flight
in flight meal oakland to philadelphia saturday,in flight meal oakland to philadelphia saturday,O O B-meal B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name,atis_flight
show all tuesday morning flights from pittsburgh to denver,show all tuesday morning flights from pittsburgh to denver,O O B-depart_date.day_name B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name,atis_flight
please give me all the flights from long beach california to memphis tennessee,please give me all the flights from long beach california to memphis tennessee,O O O O O O O B-fromloc.city_name I-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name,atis_flight
phoenix to newark wednesday,phoenix to newark wednesday,B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name,atis_flight
could you tell me what the earliest flight that goes between atlanta and denver is which serves a meal,could you tell me what the earliest flight that goes between atlanta and denver is which serves a meal,O O O O O O B-flight_mod O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-meal,atis_flight
how much does a first class ticket cost from boston to san francisco round trip,how much does a first class ticket cost from boston to san francisco round trip,O O O O B-class_type I-class_type O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-round_trip I-round_trip,atis_airfare
thank you for that information now i would like to book a flight from philadelphia to boston on the night of april sixteen around 9 o'clock,thank you for that information now i would like to book a flight from philadelphia to boston on the night of april sixteen around 9 o'clock,O O O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
show me all the flights that arrive in baltimore in the evening,show me all the flights that arrive in baltimore in the evening,O O O O O O O O B-toloc.city_name O O B-arrive_time.period_of_day,atis_flight
afternoon flights from boston to san francisco please that leave in the afternoon,afternoon flights from boston to san francisco please that leave in the afternoon,B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O B-depart_time.period_of_day,atis_flight
show me the first flight that arrives in toronto from cincinnati,show me the first flight that arrives in toronto from cincinnati,O O O B-flight_mod O O O O B-toloc.city_name O B-fromloc.city_name,atis_flight
what is sa,what is sa,O O B-days_code,atis_abbreviation
flights from boston to pittsburgh,flights from boston to pittsburgh,O O B-fromloc.city_name O B-toloc.city_name,atis_flight
show me the flights from love field to all other airports,show me the flights from love field to all other airports,O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O O,atis_flight
ground transportation for st. paul,ground transportation for st. paul,O O O B-city_name I-city_name,atis_ground_service
i need to fly from denver to san francisco tuesday,i need to fly from denver to san francisco tuesday,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name,atis_flight
what are the flights and fares from boston to philadelphia,what are the flights and fares from boston to philadelphia,O O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight#atis_airfare
i'm requesting flight information on a flight from denver to san francisco on wednesday,i'm requesting flight information on a flight from denver to san francisco on wednesday,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name,atis_flight
what flights are there from cleveland to miami on us air that arrive in miami before 4 pm,what flights are there from cleveland to miami on us air that arrive in miami before 4 pm,O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
describe ground transportation in dallas,describe ground transportation in dallas,O O O O B-city_name,atis_ground_service
i would like the first flight from dallas into houston on march first and the last flight from houston back to dallas on march first,i would like the first flight from dallas into houston on march first and the last flight from houston back to dallas on march first,O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O O B-flight_mod O O B-fromloc.city_name O O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number,atis_flight
can you help me with ground transportation information i need to get from the airport in philadelphia to downtown philadelphia,can you help me with ground transportation information i need to get from the airport in philadelphia to downtown philadelphia,O O O O O O O O O O O O O O O O B-fromloc.city_name O O B-toloc.city_name,atis_ground_service
i'd like to have some information on a ticket from denver to atlanta with a stop in pittsburgh,i'd like to have some information on a ticket from denver to atlanta with a stop in pittsburgh,O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name,atis_airfare
i'd like to see the flights from baltimore to philadelphia,i'd like to see the flights from baltimore to philadelphia,O O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
show me all flights from dallas to pittsburgh on monday which leave after 8 o'clock pm,show me all flights from dallas to pittsburgh on monday which leave after 8 o'clock pm,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,atis_flight
what are the flights from atlanta to baltimore which arrive in baltimore at 7 o'clock pm,what are the flights from atlanta to baltimore which arrive in baltimore at 7 o'clock pm,O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name O B-arrive_time.time I-arrive_time.time I-arrive_time.time,atis_flight
flights from cincinnati to dallas departing after 718 am,flights from cincinnati to dallas departing after 718 am,O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
from new york to toronto on thursday morning,from new york to toronto on thursday morning,O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day,atis_flight
what's the lowest round trip fare from dallas to any city,what's the lowest round trip fare from dallas to any city,O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O O O,atis_airfare
i would like to book a flight from denver to pittsburgh on july fifteenth i'd like it to be the cheapest flight,i would like to book a flight from denver to pittsburgh on july fifteenth i'd like it to be the cheapest flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O O O O O O B-cost_relative O,atis_flight
i want a cheap from denver to atlanta,i want a cheap from denver to atlanta,O O O B-flight_mod O B-fromloc.city_name O B-toloc.city_name,atis_flight
coach class flights on twa from columbus to st. paul,coach class flights on twa from columbus to st. paul,B-class_type I-class_type O O B-airline_code O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
nonstop flights seattle to boston,nonstop flights seattle to boston,B-flight_stop O B-toloc.city_name O B-toloc.city_name,atis_flight
what are the round trip fares for flights from denver to philadelphia arriving after 1700 on continental,what are the round trip fares for flights from denver to philadelphia arriving after 1700 on continental,O O O B-round_trip I-round_trip O O O O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time O B-airline_name,atis_airfare
what is ua,what is ua,O O B-airline_code,atis_abbreviation
yes on the delta flight leaving san francisco at 225 pm arriving philadelphia 1158 pm what type of equipment is used on that flight,yes on the delta flight leaving san francisco at 225 pm arriving philadelphia 1158 pm what type of equipment is used on that flight,O O O B-airline_name O O B-fromloc.city_name I-fromloc.city_name O B-depart_time.time I-depart_time.time O B-toloc.city_name B-arrive_time.time I-arrive_time.time O O O O O O O O O,atis_flight
all flights from denver to philadelphia,all flights from denver to philadelphia,O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
which airlines fly from bwi to dallas fort worth,which airlines fly from bwi to dallas fort worth,O O O O B-fromloc.airport_code O B-toloc.city_name I-toloc.city_name I-toloc.city_name,atis_airline
flights from los angeles to pittsburgh,flights from los angeles to pittsburgh,O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
are there any flights from dallas fort worth to boston leaving before 10 am,are there any flights from dallas fort worth to boston leaving before 10 am,O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
what is the earliest flight leaving boston and arriving in atlanta on november seventh,what is the earliest flight leaving boston and arriving in atlanta on november seventh,O O O B-flight_mod O O B-fromloc.city_name O O O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number,atis_flight
what is the least expensive airfare between boston and baltimore,what is the least expensive airfare between boston and baltimore,O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
i need to know information for flights leaving dallas on tuesday evening and returning to atlanta,i need to know information for flights leaving dallas on tuesday evening and returning to atlanta,O O O O O O O O B-fromloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O O O B-toloc.city_name,atis_flight
all flights and fares from pittsburgh to dallas round trip after 12 pm less than 1100 dollars,all flights and fares from pittsburgh to dallas round trip after 12 pm less than 1100 dollars,O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip B-depart_time.time_relative B-depart_time.time I-depart_time.time B-cost_relative O B-fare_amount I-fare_amount,atis_flight#atis_airfare
okay let's see do you have a flight on delta airline from atlanta to boston,okay let's see do you have a flight on delta airline from atlanta to boston,O O O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name,atis_flight
show me all flights from oakland to philadelphia on saturday which serve a meal and arrive in philadelphia before noon,show me all flights from oakland to philadelphia on saturday which serve a meal and arrive in philadelphia before noon,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O O B-meal O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time,atis_flight
what flights do you have leaving denver and arriving in san francisco,what flights do you have leaving denver and arriving in san francisco,O O O O O O B-fromloc.city_name O O O B-toloc.city_name I-toloc.city_name,atis_flight
show me the flights from chicago to indianapolis,show me the flights from chicago to indianapolis,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
i need a flight from kansas city to newark on the first of july,i need a flight from kansas city to newark on the first of july,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_number O B-depart_date.month_name,atis_flight
show me the least expensive flight from miami to new york on a sunday with first class fare,show me the least expensive flight from miami to new york on a sunday with first class fare,O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.day_name O B-class_type I-class_type O,atis_flight
looking for flights in toronto to san diego,looking for flights in toronto to san diego,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
what is the earliest flight from denver to san francisco on the morning of august twenty seventh,what is the earliest flight from denver to san francisco on the morning of august twenty seventh,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
show me the flights from san diego to newark new jersey,show me the flights from san diego to newark new jersey,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_name I-toloc.state_name,atis_flight
nonstop flights denver to kansas city,nonstop flights denver to kansas city,B-flight_stop O B-toloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
i would like an american airlines flight from cincinnati to burbank leaving this afternoon,i would like an american airlines flight from cincinnati to burbank leaving this afternoon,O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day,atis_flight
list all flights going from boston to atlanta on wednesday after 6 o'clock pm on wednesday,list all flights going from boston to atlanta on wednesday after 6 o'clock pm on wednesday,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O B-depart_date.day_name,atis_flight
show me next wednesday's flights between phoenix and milwaukee,show me next wednesday's flights between phoenix and milwaukee,O O B-depart_date.date_relative B-depart_date.day_name O O B-fromloc.city_name O B-toloc.city_name,atis_flight
what classes of service does twa have,what classes of service does twa have,O O O O O B-airline_code O,atis_flight
what kind of airplane goes from boston to san francisco before noon,what kind of airplane goes from boston to san francisco before noon,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time,atis_aircraft
all fares and flights from philadelphia,all fares and flights from philadelphia,O O O O O B-fromloc.city_name,atis_airfare
does midwest express serve baltimore,does midwest express serve baltimore,O B-airline_name O O B-city_name,atis_flight
i would like to fly from baltimore to san francisco on eastern airlines,i would like to fly from baltimore to san francisco on eastern airlines,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name,atis_flight
how many daily us air flights are there between philadelphia and pittsburgh,how many daily us air flights are there between philadelphia and pittsburgh,O O B-flight_days B-airline_name I-airline_name O O O O B-fromloc.city_name O B-toloc.city_name,atis_quantity
i'd like a flight from san diego to toronto on alaska airlines leaving around 1 pm,i'd like a flight from san diego to toronto on alaska airlines leaving around 1 pm,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
i need a flight from philadelphia to boston,i need a flight from philadelphia to boston,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
how far is downtown from the airport in dallas,how far is downtown from the airport in dallas,O O O O O O O O B-fromloc.city_name,atis_distance
list the fares of the delta airlines flights from boston to philadelphia,list the fares of the delta airlines flights from boston to philadelphia,O O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
list all nonstop flights from newark to tampa leaving on friday,list all nonstop flights from newark to tampa leaving on friday,O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_date.day_name,atis_flight
please give me round trip fares from pittsburgh to philadelphia,please give me round trip fares from pittsburgh to philadelphia,O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
is there a late afternoon flight leaving washington for denver,is there a late afternoon flight leaving washington for denver,O O O B-depart_time.period_of_day I-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name,atis_flight
i want a flight from montreal quebec to san diego california that leaves sunday,i want a flight from montreal quebec to san diego california that leaves sunday,O O O O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name I-toloc.city_name B-toloc.state_name O O B-depart_date.day_name,atis_flight
a first class flight on american to san francisco on tuesday in the next week,a first class flight on american to san francisco on tuesday in the next week,O B-class_type I-class_type O O B-airline_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O O B-depart_date.date_relative O,atis_flight
what is the first class fare from boston to dallas,what is the first class fare from boston to dallas,O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
i would like to see all flights from baltimore to philadelphia,i would like to see all flights from baltimore to philadelphia,O O O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
show me fares from baltimore to philadelphia,show me fares from baltimore to philadelphia,O O O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
flight information on january twenty third 1992 from denver to san francisco,flight information on january twenty third 1992 from denver to san francisco,O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number B-depart_date.year O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
what is the earliest departure time from boston to denver,what is the earliest departure time from boston to denver,O O O B-flight_mod B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name,atis_flight_time
flights from boston to pittsburgh,flights from boston to pittsburgh,O O B-fromloc.city_name O B-toloc.city_name,atis_flight
information of a flight from atlanta to pittsburgh,information of a flight from atlanta to pittsburgh,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
show me flights from atlanta to washington,show me flights from atlanta to washington,O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
round trip flights from minneapolis to san diego coach economy fare,round trip flights from minneapolis to san diego coach economy fare,B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-class_type B-economy O,atis_flight
show me the flights out of love field,show me the flights out of love field,O O O O O O B-fromloc.airport_name I-fromloc.airport_name,atis_flight
what is the latest flight from philadelphia to boston,what is the latest flight from philadelphia to boston,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name,atis_flight
what are the flights from st. louis to burbank sunday evening,what are the flights from st. louis to burbank sunday evening,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day,atis_flight
show me the flight from detroit to westchester county with the highest one way fare,show me the flight from detroit to westchester county with the highest one way fare,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-cost_relative B-round_trip I-round_trip O,atis_flight
